操作時間,指令,類別,股票代碼,股票名稱,股數,股價,金額,損益
2025-09-10 05:04:54,!monkey,庫存,4532,瑞智,2526,23.75,59992.5,
2025-09-10 05:04:54,!monkey,操作,4532,瑞智,2526,23.75,59992.5,
2025-09-10 05:04:54,!monkey,系統紀錄,MONKEY_CD,猴子冷卻紀錄,0,0,0,
2025-09-10 12:10:58,!monkey,系統紀錄,MONKEY_CD,猴子冷卻紀錄,0,0,0,
