操作時間,指令,類別,股票代碼,股票名稱,股數,股價,金額,損益
2025-09-09 08:58:17,!buy,庫存,1802,台玻,1000,29.9,29900.0,
2025-09-09 08:58:17,!buy,操作,1802,台玻,1000,29.9,29900.0,
2025-09-09 16:13:40,!monkey,系統紀錄,MONKEY_CD,猴子冷卻紀錄,0,0,0,
